0,0.254936,79.4465,133.422,139.475,93.8695,139.168,132.198
0,0.250654,79.4795,132.854,145.004,93.7315,139.383,132.132
0,0.253702,79.4543,132.787,144.931,93.7289,139.191,132.227
0,0.253115,79.4184,133.067,144.923,93.7732,139.194,132.274
0,0.252948,79.4202,133.079,144.897,93.7764,139.171,132.311
0,0.252814,79.4113,133.091,145.105,93.1604,139.168,132.299
0,0.25277,79.4069,133.047,139.335,92.9104,139.18,132.239
0,0.253864,79.385,132.858,139.625,92.4805,139.219,132.182
0,0.248894,79.4198,133.104,139.668,92.7955,139.78,131.68
0,0.248945,79.4969,133.552,139.631,92.6551,139.772,131.653
0,0.249876,79.3569,132.924,139.683,92.661,139.644,131.737
0,0.248419,79.3521,132.898,139.731,93.0848,139.34,132.221
0,0.248327,79.3917,132.738,139.875,93.5302,139.267,132.369
0,0.248699,79.4274,132.945,139.766,95.0938,139.239,132.318
0,0.247105,79.4149,132.666,139.552,95.9935,139.358,132.179
0,0.247544,79.4105,132.623,139.398,96.8028,139.344,132.186
0,0.247126,79.3945,132.691,139.218,97.7094,139.126,132.589
0,0.248628,79.397,132.405,138.658,99.0668,139.124,132.626
0,0.250115,79.4268,133.179,138.751,99.5289,139.095,132.548
0,0.250755,78.8216,130.469,138.912,99.8192,139.073,132.591
0,0.249839,78.8617,130.75,139.192,99.9376,139.087,132.608
0,0.24977,78.8908,130.835,137.717,97.4004,139.088,132.587
0,0.248358,79.1488,131.973,140.794,97.4281,139.085,132.581
0,0.247881,79.175,131.714,149.486,97.3531,139.079,132.655
0,0.247404,79.3957,132.745,143.23,97.4234,139.075,132.614
0,0.246463,79.4401,132.323,142.284,97.4996,139.124,132.538
0,0.246914,79.4397,132.33,135.34,98.5043,139.142,132.548
0,0.247666,79.4467,132.355,144.604,99.9926,139.147,132.574
0,0.248873,79.4493,132.446,144.57,101.281,139.097,132.651
0,0.250876,79.4542,132.636,136.934,101.45,139.086,132.635
0,0.252447,79.4766,132.628,137.115,101.837,138.973,132.893
0,0.251341,79.3653,132.83,136.901,101.923,139.572,132.081
